Semester,Instructor,Department,CourseNumber,CourseType,CourseName,CourseDivision,ActiveFlag,LabFee,Credits,CourseDescription
FA-23,"Shaw, Matthew",AD,3012,M,Documentary Video Studio,ADS,TRUE,50,1,"A documentary video or film purports to present factual information about the world.  A documentary may take a stand, state an opinion, or advocate a solution to a problem.  A documentary may function in the realm of art.  Documentaries may compile images from archival sources, interview testimonies about social movements or events, record an ongoing event ""as it happens"", or synthesize these and other techniques.  We will look at various documentaries both historic and contemporary, and a number of strategies and styles, including; video diaries/autobiographical works, cinema verite, propaganda, documentary activism, nature documentaries, and experimental genres.   Students will learn the basics of video production, including, using a video camera, video editing, production planning, lighting, microphone use, and interview techniques. Students will make several documentary projects, both collaboratively and individually.  Students will be evaluated on their participation in group discussions and critiques, and on the documentary projects they produce.

Level: Intermediate.  Prerequisite: any introductory-level arts and design studio course or film history course (previous video production experience is not required). Lab fee: $50. Class limit: 12.  Meets the following degree requirements: ADS"
FA-23,"Stabinsky, Doreen",HS,2119,IM,Global Politics of Climate Change,HS,TRUE,0,1,"Two international treaties, the UN Framework Convention on Climate Change (UNFCCC) and the Paris Agreement, are the legal architecture for global cooperation to address climate change. The national governments that are signatories to the treaties gather yearly at the Conference of the Parties (COP) to negotiate the implementation of the agreements. A large number of non-governmental actors also attend the meetings, including many from civil society and social movements who are there to pressure governments to act with the speed and scale necessary to address the growing climate crisis. This course is an introduction to both these treaties and the global politics surrounding their implementation. In the course, students will gain strong foundational historical, legal, and political knowledge of both of the treaties and the intergovernmental processes of treaty implementation. Through a focus on politically contested issues within the negotiations, students will be introduced to a range of the civil society organizations and social movements that engage in the global politics of climate change, and their politics, strategies, and tactics. Course material will include primary documents from negotiations, civil society documents, and conversations with key actors. Evaluation in the class will be based on class participation, several problem sets, and a final individual or group project.

Level: Introductory/Intermediate. Prerequisites: None. Class limit: 20. Lab fee: None. Meets the following degree requirements: HS."
FA-23,"Summers, Kristy",AD,2012,IM,3D Studio: Introduction to Three-Dimensional Art and Design,ADS,TRUE,85,1,"This course is an introduction to three dimensional design and sculpture. Through a variety of projects students will analyze and apply the classic organizing principles of three dimensional design work.  Elements of form, space, line, texture, light, color, scale and time (including sound, sensory perceptions, movement and natural processes) will be explored -- with attention paid to how a work functions, involves a viewer, activates a space, or impacts an environment, physically, psychically or socially.  Projects in the class will progress from the creation of objects, to investigations of the sensory and objective aspects of space.  Students will experiment with subtractive and constructive processes using traditional as well as contemporary materials such as found, recycled and natural objects.  A diverse range of materials and techniques will be introduced and demonstrated.  Discussion of historic and contemporary artists' work will augment the course.  Students will be evaluated based on completion of projects, participation in class discussions and individual/group critiques.  

Level: Introductory/Intermediate.  Class limit: 15.  Lab Fee $85.  Meets the following degree requirements: ADS"
FA-23,"Swann, Scott",ES,2010,IM,Ecology:  Natural History,ES,TRUE,75,1,"This course emphasizes field studies of the ecology of Mount Desert Island, incorporating labs and field trips.  Each exercise focuses on a central ecological concept.  Topics include intertidal biology and diversity, forest trees and site types, bedrock geology, soil biology, insect diversity, pollination ecology, freshwater biology, predation, herbivory, and the migration of birds.  Discussions include the development of natural history as a science and the role of natural selection in the evolution of diversity.  Students are expected to keep a field notebook or journal, to undertake a project, and to write a term paper.  Class meets for two lecture sessions and one lab session or two field/lab sessions per week.  The course is particularly appropriate for students concentrating in Environmental Education.  

Level: Introductory/Intermediate. Prerequisites: None; field work involves strenuous hiking. Class Limit: 11. Lab fee: $95.  Meets the following degree requirements: ES"
FA-23,"Swann, Scott",ES,2010,IM,Ecology:  Natural History,ES,TRUE,75,1,"This course emphasizes field studies of the ecology of Mount Desert Island, incorporating labs and field trips.  Each exercise focuses on a central ecological concept.  Topics include intertidal biology and diversity, forest trees and site types, bedrock geology, soil biology, insect diversity, pollination ecology, freshwater biology, predation, herbivory, and the migration of birds.  Discussions include the development of natural history as a science and the role of natural selection in the evolution of diversity.  Students are expected to keep a field notebook or journal, to undertake a project, and to write a term paper.  Class meets for two lecture sessions and one lab session or two field/lab sessions per week.  The course is particularly appropriate for students concentrating in Environmental Education.  

Level: Introductory/Intermediate. Prerequisites: None; field work involves strenuous hiking. Class Limit: 11. Lab fee: $95.  Meets the following degree requirements: ES"
FA-23,"Tai, Bonnie",ED,3107,M,Culturally Sustaining and Revitalizing Education,HS ED,TRUE,25,1,"This course is designed for students planning to teach in schools whether in Maine or outside of the United States. Culturally sustaining/revitalizing education (CSRE) builds on the aims, values, insights, and practices of anti-racist education, culturally relevant pedagogy, culturally responsive teaching, culturally sustaining/revitalizing pedagogy, decolonizing education, global education, intercultural education, and multicultural education. In particular, it aims to contextualize education in the history of colonization, land theft, slavery, the continued struggle for sovereignty and self-determination of native tribes and First Nations, and calls for wider community accountability. This educational approach challenges deficit mindsets and structures that undergird policies and practices that widen the opportunity gap and equitable access to basic human and civil rights and impede educational access for sustaining and revitalizing cultures that settler colonialism has attempted to eliminate, assimilate, or marginalize. Students will practice asset-based and growth mindsets to gain an understanding of the relationship between CSRE and respect for tribal sovereignty and support of contemporary struggles for tribal continuity and resistance to cultural genocide and epistemicide. The course also opens a dialogue on the applicability of CRSE for immigrant, refugee, and asylum-seeking students whose relationship to their new place of residence may be tenuous at best and whose heritage languages and cultures are also endangered as a result of first- to second-generation assimilation in their adopted communities. Students will gain an understanding of conceptual frameworks, knowledge of empirical studies documenting outcomes and impacts of these approaches, and skills in ethically and effectively teaching indigenous, immigrant, and other culturally and linguistically diverse learners. For students seeking Maine teaching endorsements, this course will prepare them to implement LD291 requiring Maine educators to teach Wabanaki history and culture. Students will learn through field trips, guest speakers, films, discussions, critical exploration and reflection, independent research, observation/fieldwork/practicum, and peer teaching. Evaluation will include artifacts to be incorporated into a teaching portfolio: a lesson plan, teaching video, self-assessment, assessment of PK-12 student work, and communication with families and community members. Although there are no prerequisites, the following are recommended; Learning and/or proficiency in a language other than English; a psychology, sociology, or anthropology course; and/or a prior education course. 

Level: Intermediate.  Prerequisite: None. Class limit: 15. Lab fee: $25. Meets the following degree requirements: ED, HS."
FA-23,"Taneja, Palak",HE,1010,I,Human Ecology Core Course,HE,TRUE,30,1,"Human Ecology is the interdisciplinary study of the relationships between humans and their natural and cultural environments.  The purpose of this course is to build a community of learners that explores the question of human ecology from the perspectives of the arts, humanities and sciences, both in and outside the classroom.  By the end of the course students should be familiar with how differently these three broad areas ask questions, pose solutions, and become inextricably intertwined when theoretical ideas are put into practice.  In the end, we want students to be better prepared to create their own human ecology degree through a more in-depth exploration of the courses offered at College of the Atlantic.  We will approach this central goal through a series of directed readings and activities.

Level:  Introductory.  Lab fee: $30.  Meets the following degree requirements: HE"
FA-23,"Taneja, Palak",HS,2110,IM,"College Seminar: Barbed Wires, Drawn Lines",W HS,TRUE,0,1,"How many times have you mused about the idea of borders? What do the lines that divide us mean, and how are we to make sense of them? Literature has always been a place where questions like these have been thought aloud. Whether the borders are geographical or metaphorical, whether they keep people out or fence people in, borders are liminal spaces that raise questions about politics, oppression, belongingness, and identity, which makes them an important subject for our interrogation. Since these literatures are born of political events, our first concern will be to understand the history of the events themselves. We will achieve that by reading excerpts from the works of Gyanendra Pandey, Stanley Waterman, Joe Cleary, and others in juxtaposition with literature. In addition, the literary works by Saadat Hasan Manto, Seamus Deane, Gloria Anzaldúa, and the like will help put the bigger picture in perspective bringing in various thematic concerns like religion, violence, language, and gender together. This class will thus explore two types of borders: one that course texts evoke, helping you critically engage with the theme. The other kind exists between various genres you will encounter like short stories, novels, literary theory, official reports, and movies. The latter, coupled with your writing assignments that we will workshop throughout the term—personal narrative, online article, movie review, multimodal project, and others—will facilitate and deepen your understanding not only of literature from the borders but also writing as a process—prewriting, writing, and rewriting. This course meets the writing requirement.

Level: Introductory/Intermediate.  Prerequisites: Some knowledge about world history and experience in writing about literature would help.  Class limit: 12.  Lab fee: None.  Meets the following degree requirements: HS, W"
FA-23,"Todd, Sean",ES,3060,M,Marine Mammal Biology I: Field Studies,ES,TRUE,600,1,"This Fall course provides an introduction to the biology and natural history of marine mammals, specializing in species resident within the North Atlantic, in a field setting.  Students spend two weeks prior to the start of the fall term at the College's Mt. Desert Rock Marine Research Station. In addition to introductory topics in marine mammal biology that include phylogeny and taxonomy; anatomy and physiology; behavior; sensory ecology; and management/conservation issues, students also integrate themselves into the resident research team and work on team projects that will include observation of animals in their natural habitat. In the Fall, students meet 3-4 further times for dissection of specimens, team project presentations, and optional attendance at a regional conference. Assessment is based on two individual literature-based reviews, one species- and one system-based, to be presented in class, participation in research projects, and written submissions of their research. Lab fee covers costs of field trips, including boat and field station time, and conference costs. A $250 nonrefundable deposit is required by June 1.  Offered every other year.

Level:  Intermediate.  Prerequisite: Biology I, II and a writing-focused class or permission of instructor.  Class limit: 15.  Lab fee: $600.  Meets the following degree requirements: ES"
FA-23,"Todd, Sean",HE,1010,I,Human Ecology Core Course,HE,TRUE,30,1,"Human Ecology is the interdisciplinary study of the relationships between humans and their natural and cultural environments.  The purpose of this course is to build a community of learners that explores the question of human ecology from the perspectives of the arts, humanities and sciences, both in and outside the classroom.  By the end of the course students should be familiar with how differently these three broad areas ask questions, pose solutions, and become inextricably intertwined when theoretical ideas are put into practice.  In the end, we want students to be better prepared to create their own human ecology degree through a more in-depth exploration of the courses offered at College of the Atlantic.  We will approach this central goal through a series of directed readings and activities.

Level:  Introductory.  Lab fee: $30.  Meets the following degree requirements: HE"
FA-23,"Turok, Katharine",HS,2038,IM,"Gender, Politics & Nature in Folk/Fairy Tales of the World",HS,TRUE,0,1,"Why do fairy tales capture the attention of adults and children all over the world and endure in popular literary and cinematic forms?  What do they reveal to psychologists, biologists, historians, linguists, artists, anthropologists, and educators?  Do they politicize or de-politicize? socialize or subvert?  What is the postfeminist, postmodern response to the Brothers Grimm?  What do fairy tales convey about animal behavior, entomology, and cosmology?  How might the tales shape human limitations, moral values, and aspirations? This course will explore the storytelling and re-telling of literary, cultural, and scientific stories from a comparative perspective, imagining their interpretations and how they may be re-told with an eye toward new understandings of human interrelationships, of a given sociohistorical moment, the culture of COA, and the larger culture. Students will read folklore and fairy tales, view several films, and discuss essays by writers such as Cristina Bacchilega, Bruno Bettelheim, Ruth Bottigheimer, Michel Butor, Italo Calvino, Robert Darnton, Claude Lévi-Strauss, Maria Tatar, and Jack Zipes.  Contemporary works by writers, visual artists, and musicians inspired by traditional tales will also be explored. Writers may include Margaret Atwood, A.S. Byatt, Angela Carter, Robert Coover, Michael Cunningham, Neil Gaiman, Tanith Lee, Naguib Mahfouz, Haruki Murakami, Helen Oyeyemi, Ludmilla Petrushevskaya, Francine Prose, and Anne Sexton.  Reflections may center on recurrent motifs and patterns; and social, sexual, moral, scientific and political content, with emphasis on race, gender, and class structure.  Students will be evaluated on two short papers; one creative project that may be expressed in writing, visual art, music, or dance; and a final written assignment in any genre—poems, plays, fiction or nonfiction.

Level: Introductory/Intermediate.  Class limit: 15.  Meets the following degree requirements: HS"
FA-23,"van Vliet, Netta",HS,1052,I,Ethnographic Methods,HS,TRUE,0,1,"Ethnographic research is based primarily on anthropology's signature research method known as ""participant-observation fieldwork."" This course introduces students to the main techniques, questions, insights and debates that this research method has historically involved in the formation of the discipline of anthropology, and the contemporary relevance of these questions and debates for a range of ethnographic and interdisciplinary projects. Over the term, students will view ethnographic films and read classic and contemporary ethnographic texts, as well as social and political theory that has informed ethnography. The course will address questions about representation, authenticity, experience, evidence, familiarity and difference, place and time, the everyday and the extraordinary, politics and ethics. Students will be asked to participate in the central methods of ethnographic research including taking fieldnotes, conducting formal and informal interviews with both familiar others and with strangers, formulating a research question, and analyzing qualitative data. Assignments will include informal reading responses, a mid-term mini-field project, and a final mini-field project that builds on the mid-term. Evaluation will be based on these assignments and on class participation and final presentations of their projects.

Level: Introductory.  Prerequisites: none.  Class limit: 12.  Lab fee: none.  Meets the following degree requirements: HS"
FA-23,"van Vliet, Netta",HS,3061,M,Postcolonial Islands,HS,TRUE,10,1,"This course focuses on islands – geopolitically and conceptually – to consider the significance of postcolonial difference for contemporary political questions about representation, violence, exile and diaspora, climate change, poverty, racialization and sexuality. Islands have long been imagined as sites of fantastic possibility and power, as places of refuge and respite as well as places of horror and dread. They are places imagined as home to cannibals and monsters, but also as idyllic vacations spots and safe havens for shipwrecked sailors. Etymologically, the word island carries with it the meaning of both land and water, and islands are defined as fragments of a whole, and simultaneously as whole unto themselves, raising questions about binaries and boundaries between self and other and about the conceptual topographies of territory, land and water, thresholds between here and there. Islands have been sites ripe for colonial ventures, understood as isolated, insular and susceptible to translation and appropriation but also as resistant, bounded and singular, fertile sites of diversity. Islands have also been significant in religious understandings of them as sites for communion with God or as final places of burial. This course will examine islands in these terms as they have been articulated in the literary imagination, in postcolonial studies and ethnography, and in political theory. Drawing on examples such as Defoe’s Robinson Crusoe, J.M. Coetzee’s Foe, The Odyssey, Plato’s Atlantis, Jonathan Swift’s Gulliver’s Travels, Shakespeare’s The Tempest, Octave Mannoni’s Prospero and Caliban, Aime Cesaire’s A Tempest, as well as on ethnography in Island Studies (including classic ethnography such as Malinowski’s Trobriand Islands, and recent scholarship such as “The Island Studies Journal” and A World of Islands), we will consider questions about political representation, language and translation, religious, ethnic and sexual difference, the definition of the human, mobility and sovereignty, resistance and domination. Students will be evaluated based on attendance, in-class participation, reading responses, one short analytical essay, and a final exploratory research project that examines Mt. Desert Island in the context of course materials. 

Level: Intermediate.  Prerequisites: none. Class limit: 10.  Lab fee: $10.  Meets the following degree requirements:  HS"
FA-23,"Waldron, Karen",HS,4092,MA,The Measure of Our Lives: Toni Morrison Seminar,HS,TRUE,0,1,"This course will be an intermediate/advanced seminar honoring and exploring the works of Toni Morrison (1931–2019), an African-American author who won the Nobel Prize for Literature in 1993, the Pulitzer Prize for Fiction in 1988 and numerous other notable awards. She was a giant of a public intellectual and contemporizing figure in American Literature; her works continue to inspire and transform readers and scholars of all identities although her primary purpose was to write for black people. As Morrison herself said, ""If there is a book that you want to read, but it hasn't been written yet, you must be the one to write it."" In writing she changed the literary landscape of the US. In particular, her poetics illustrate how African-American and especially African-American women authors express depths of meaning and experience absolutely central to any understanding of the complex culture and histories of the US. Another Morrison quote hints at the profundity of her own view of her life's work: ""We die. That may be the meaning of life. But we do language. That may be the measure of our lives."" These two quotes provide a framework for the course, which seeks students interested in language and its power, literature and its insights, and the black female experience. Over the course of the term students will read through Morrison’s oeuvre of novels (The Bluest Eye, Sula, Song of Solomon, Tar Baby, Beloved, Jazz, Paradise, Love, A Mercy, Home, God Help the Child) as well as a number of her key essays and addresses (Playing in the Dark, The Source of Self-Regard), scholarly criticism, and responses to Morrison's 2019 passing. There may be some division of labor with the later novels (after Paradise), but the course is reading intensive. Students will also prepare frequent short written responses and a final project responding to Morrison in some way. Evaluation will be based on class participation, response papers, passage analysis, and the final Morrison project to be shared with the class. 

Level: Intermediate/Advanced. Prerequisites: Prior literary study, and permission of instructor.  Class Limit: 15.  Lab fee: none.  Meets the following degree requirements: HS"
FA-23,"Waldron, Karen",HS,2017,IM,City/Country: Literary Landscapes 1860-1920,HS,TRUE,0,1,"This class focuses on American fiction from the realist/naturalist period (roughly 1860-1920), a time when enormous changes were occurring in and on the American landscape.  Increasing urbanization, immigration, and industrialization corresponded both with a desire for 'realistic' fiction of social problems, and nostalgic stories of a more 'realistic' rural life.  For the first time there was a national literature, resulting from the capabilities of large publishing houses, urban centers and mass production - but this national literature was acutely self-conscious of regional differences, and especially of the tension between city and country.  As writers tried to paint the American landscape in literature, their works subsumed major social issues to place and formal arguments about the true nature of realistic description.  Examining works that portray factory towns, urban tenements, midwestern prairies, New England villages, and the broad spectrum of American landscapes, we look at how a complex, turbulent, multi-ethnic, and simultaneously urban and rural American culture defined itself, its realism, and thus its gender, class, race, and social relations and sense of values, against these landscapes.  There are two extra, evening classes during week 7 (Short Fiction Week), and a modest lab fee.  Evaluation is based on weekly response papers, two short papers, and a short fiction project, as well as class participation.

Introductory/Intermediate.  Prerequisite:  Writing Seminar I (or the equivalent). Class limit: 15.  Meets the following degree requirements: HS"
FA-23,"Weber, Jill",ES,2014,IM,Trees and Shrubs of Mount Desert Island,ES,TRUE,40,1,"This course introduces you to the native and ornamental shrubs and trees of Mount Desert Island. Lectures will cover basics of plant taxonomy and forest ecology focusing on the dominant woody plant species of the region. Laboratory and field sessions will involve the identification of woody plants and an introduction to the major woody plant habitats of the island. The course is designed to teach botany and plant taxonomy for students interested in natural history/ecology, forestry, and landscape design. Evaluations are based on  class participation, weekly field/lab quizzes, a plant collection, and term project.

Level: Introductory/Intermediate. Recommended: some background in Botany, Ecology. Offered every year. Class limit: 16.  Lab fee: $40.  Meets the following degree requirements: ES"
FA-23,"Wessler, Stephen L",HS,2063,IM,Hate Crimes in the Contemporary US and Europe,HS,TRUE,0,1,"Students will learn what causes bias motivated violence in schools and communities, how to develop effective prevention strategies, how to reduce police violence toward traditionally targeted groups, and why hate crimes have such destructive impacts on individuals and communities. The course will focus on hate crimes and police and community response in the US and in Europe. The students will examine their own ethnic, racial, gender, sexual orientation and religious identities as victims and/or perpetrators of bias and violence. The course will examine bias and violence in Europe toward traditionally targeted groups such as LGBTQ, Muslim, Jewish, migrant and Roma people. Finally, the course will examine approaches to reducing bias motivated violence by police toward groups such as blacks, Muslims and Roma. Students will be evaluated based on short written responses to readings, in-class discussion, two papers and a final project. The final project will explore some aspect of bias motivated violence through persuasive writing, fiction, poetry, art, photography/film, advocacy or interviews. Course readings will include scholarly writing, reports from human rights NGOs, first person accounts and one novel. Class sessions will involve discussions led by me and at times by students, small group discussions between students and occasional guest presenters. The class will travel to Portland or Lewiston to meet with refugees from places in which bias motivated violence has been significant.

Level: Introductory/Intermediate. Prerequisites: None.  Class limit: 15.  Lab fee: none. Meets the following degree requirements: HS."
,,,,,,,,,,
WI-24,"Altair Ferreira, Thiago",ES,1066,I,Chemistry I,ES QR,TRUE,75,1,"This is the first half of a two-term sequence designed to help students describe and understand properties of materials. The course first explores how atomic and molecular structure relates to the physical properties of materials and their reactivity. The course explores the reasons, rates, and outcomes of chemical reactions. Course material is applied to better understand living systems, the natural environment, and industrial products. The course meets for three hours of lecture/discussion and for three hours of lab each week. Students are strongly urged to take both terms of this course. Evaluations are based on class participation, lab reports, and quizzes. 

Level:  Introductory. Prerequisites: none. Class limit: 14. Lab fee: none. Meets the following degree requirements: ES, QR."
WI-24,"Anderson, John",ES,4018,MA,Human Anatomy and Physiology I,ES,TRUE,50,1,"This is the first course in a two-term sequence designed for students interested in pursuing medicine or biomedical research examines aspects of human anatomy and physiology, with particular emphasis on the digestive system, reproductive physiology, the  circulatory system, immune response, and elements of nutrition and  neurophysiology. This course will emphasize the relationships between anatomy and physiology and will focus on basic principles of biochemistry, the musculoskeletal system, digestion, nutrition, osmoregulation,  and circulation.  Readings include a standard pre-medical text and  some  primary literature.  Evaluation is based on a number of in-class quizzes a  term paper, participation in discussion and a final exam.  

Level: Intermediate/Advanced.  Prerequisite: Biology course work, some background in chemistry. Students are strongly encouraged to take both terms.  Class size: none.  Lab fee: $50.  Meets the following degree requirements: ES"
WI-24,"Anderson, John
Morse, Suzanne",MD,3018,M,"The Earth's Moon: science, literature and mythology",,TRUE,25,1,"In this course we will explore the ways life on land and in the sea are entangled with the changing forces and light of the moon’s monthly orbit. The fundamental questions of this course are “ In what ways does the moon matter?” and “What are the kinds of evidence we choose to use to answer this question?”.  We will move between scientific evidence and mythological accounts for large and small scale phenomena ranging from ocean and earth tides, spawning, menstruation, plant growth and development to the lives of the moon and sun gods, moon shots, and the past and present moon-based praxis informing subsistence and capitalist cultures.  We will examine how these two ways of knowing are and are not commensurate through the challenge of designing a scientific study to test the effects of the moon on radish germination and growth over one lunar cycle. The aim of the study will be to simultaneously conduct the measurements by COA alumni around the world. Evaluations will be based on a lunar journal beginning with winter solstice, a compilation of stories and myths accompanied by reflections on the role of the moon within their spatial and cultural context, participation in class discussion and exercises, and a final project with an oral and written component. 

Level: Intermediate. Prerequisites: none.  Class limit: 15.  Lab fee: $25.  Meets the following degree requirements: none."
WI-24,"Andrews, Nancy
Henderson, Jonathan",AD,4015,MA,Film Sound and Image,ADS,TRUE,40,1,"This hands-on course will explore sound composition, editing, and mixing to create soundtracks for video and/or film.  Students who take this course must have a background in music composition and/or sound and video production in order to collaborate on creative video/sound projects.  Sound recordings will include music and voice as well as everyday sounds and special sound effects.  The class will incorporate a number of group projects as well as individual exercises to illustrate sound recording and mixing strategies. We will also study sound in relation to video/film through readings and screenings.  In addition to class assignments, students will start developing sound tracks for their independent projects.  Students will be evaluated on their success in creating compositions, recordings, and mixes for video/film projects; and their ability to bring together moving pictures with a soundtrack to create a whole that is more than the sum of its parts.  Students will also be evaluated on their participation in class discussions and exercises.

Level: Intermediate/advanced.  Prerequisites: Background in music composition and/or sound and video production.  Class limit: 12.  Lab fee: $40.  Meets the following degree requirements: ADS"
WI-24,"Andrews, Nancy",AD,3013,M,Animation,ADS,TRUE,30,1,"This course explores  animation as a form of creative expression, experimentation and personal vision.  Various techniques, such as drawing, cut-out, painting on film, and under-the-camera collage, will be introduced.  Students will create flip-books, video pencil tests and animated films.  Students will be given exercises and assignments that guide them through processes for making art.  Various artists' animated films will be screened and discussed.  History and concepts related to animation and film will be introduced through screenings, readings and discussions.  

Level: Intermediate.  Prerequisite: previous introductory art course.  Lab fee: $30.  Class Limit: 12.  Meets the following degree requirements: ADS"
WI-24,"Baker, Laurie",ES,1085,I,Data Science I: Visualization,QR,TRUE,0,1,"How can one summarize information and data and convey its meaning to others? What is an effective data visualization? What is an ineffective or dishonest one? And, for that matter, what is data? This course will explore these questions by introducing students to the broad field of information visualization. Students will learn about different types of visualizations that may be used to explore variation and covariation, the evolution of processes through time and space, and representing parts of a whole. Much of the work of this course will be carried out using computers and the R programming language, but we will also explore non-computational approaches to visualization. Students will develop skills in data collection, data cleaning, and creating different types of data visualizations (e.g. bar charts, scatter plots, density plots, heat maps, violin plots, time series, and interactive graphics) and effective data communication while working on problems and case studies inspired by and based on real-world questions. We will also critique and reflect upon data visualizations in our daily lives. Students will also gain familiarity with descriptive statistics and ways to organize and summarize categorical and numerical data to pick out key information.  

This course is designed to serve as an introduction to programming in R. Students will learn to gain insight from data, to use literate programming and version control so that these insights are reproducible by others, and to develop code collaboratively. Students who successfully complete this course will be able to work with large data sets, transform those data, and implement effective visualizations. Throughout the course we will be using GitHub, ggplot2, Rmarkdown, gganimate, RShiny and the tidyverse packages for data manipulation. This course is intended to appeal to a wide range of students. The skills and habits of mind taught in this course are applicable not only in the sciences and social sciences, but in almost all fields. Evaluation will be based on several short homework and lab assignments, participation in in-class activities, and a final project.

Level: Introductory. Prerequisites: None. Class limit: 16.  Lab fee: none. Meets the following degree requirements: QR"
WI-24,"Baker, Laurie",ES,3098,M,Data Science II: Programming for Data Analysis,QR,TRUE,0,1,"Continuing on the themes explored in Data Science 1, students will go beyond data visualization to gain insight from data using statistical and machine learning techniques. Students who successfully complete this course will be able to work with large data sets, transform those data, and apply statistical and machine learning techniques to analyze data. Students will build on their knowledge of GitHub, ggplot2, Rmarkdown, and the tidyverse packages for data manipulation, visualization and analysis, to include an analytical toolkit for answering different types of questions and working with different types of data. Students will be exposed to a variety of topics including: webscraping, generalized linear models, machine learning, and text analysis. We will also explore rotating advanced special topics in data science (e.g. image processing, spatial analysis).

This course is intended to appeal to a wide range of students. The skills and habits of mind taught in this course are applicable not only in the sciences and social sciences, but in almost all fields. Evaluation will be based on several short homework and lab assignments, participation in in-class activities, and a final project.

Level: Intermediate. Prerequisites: Data Science I: Visualization. Class limit: 16. Lab fee: None. Meets the following degree requirements: QR."
WI-24,"Beard, Ronald",HS,1064,I,College Seminar: Practical Skills in Community Development,W HS,TRUE,0,1,"In rural areas throughout the world, citizens, nonprofit leaders, agency staff, and elected officials are coming together to frame complex issues and bring about change in local policy and practice. This course outlines the theory and practice of community development, drawing on the instructor’s experience with the Dùthchas Project for sustainable community development in the Highlands and Islands of Scotland, Mount Desert Island Tomorrow, and other examples in the literature. In short, community development allows community members to frame issues, envision a preferred future, and carry out projects that move the community toward that preferred future. By using writing as process—prewriting, writing, and rewriting—to frame and communicate complex public issues, students gain practical skills in listening, designing effective meetings, facilitation, project planning and developing local policy. Readings, discussions, and guests introduce students to community development theory and practice. Class projects are connected to community issues on Mount Desert Island. By writing and revising short papers, students can reflect on class content, community meetings, newspaper stories, and reading assignments. Evaluation will be based on preparation for and participation in class discussion, several short papers, participation in field work, and contribution to a successful group project. This class meets the first-year writing course requirement.

Level: Introductory.  Prerequisites: None.  Class limit: 12.  Lab fee: None.  Meets the following degree requirements: W HS"
WI-24,"Braddock, Scott",ES,1075,I,Geology of National Parks,ES,TRUE,0,1,"In this introductory geoscience course students will learn foundational principles and concepts such as plate tectonics, geologic time, climate and weather, rocks and minerals, and surface processes through an exploration of some of the National Parks of the United States. Through virtual field trips of various parks, students will visualize how regional climate and surface processes such as rivers, glaciers, and wind interact with the bedrock and surficial materials to produce some of the most iconic landscapes. While Acadia National Park offers a view of an ancient and eroded supervolcano, Yellowstone offers a glimpse of a dynamic landscape built on a modern supervolcano. While a few glaciers still cling to the high peaks of Glacier National Park, Yosemite hosts steep glacially carved valleys and polished domes reminiscent of a glaciated past. Class time will be used for lectures, discussions of readings, and laboratory exercises. During labs, students will get to know approximately 6 different parks in detail through interaction with geologic maps, rock samples, aerial imagery, and scientific reports. The students will be evaluated based on laboratory exercises and a final project through which students will explore one park of their choosing.

Level: Introductory.  Prerequisites: none.  Class limit: 16.  Lab fee: none.  Meets the following degree requirements: ES"
WI-24,"Braddock, Scott",ES,3102,M,Earth Systems,ES,TRUE,0,1,"This course examines the physical and chemical interactions among the primary systems operating at the Earth’s surface (atmosphere, hydrosphere, cryosphere, biosphere, and geosphere) on various timescales throughout geologic history. In addition, with the rise of modern human civilization and its immense impact on Earth’s systems, we will discuss the Anthrosphere. We will consider internal and external forces that have shaped environmental evolution, including the role of humans in recent geochemical and climatic changes. In this course, we explore the questions: How does modern climate change compare with Earth’s climate variability in deep time? How are the behaviors of Earth’s spheres intertwined? During lecture and laboratory sessions, the goal is to use critical thinking skills to develop a scientific understanding of the complicated array of feedback systems operating at the Earth’s surface and the impacts these have on climate and people. Students will culminate the term with a project that addresses a scientific question or concern that involves at least three of Earth’s spheres with the goal of synthesizing the course material and developing science communication skills. The course will include field trips during class hours and potentially one weekend field trip.

Evaluation will be centered on class participation with an emphasis on small break-out group work, weekly reading and writing exercises, and a final project and report to be presented to the class.

Level: Intermediate. Prerequisites: A past course in Earth Science or Environmental Science will be useful for this course but not required. Please reach out to the instructor if you have any questions about the relevant background for this class. .  Class limit: 16.  Lab fee: none. Meets the following degree requirements: ES."
WI-24,"Brodeur, Emma",HS,1111,I,"Psychology, Religion, Ethics, Love",,TRUE,0,1,"This course invites you to look at and analyze your own dreams, loves, self-doubts, interpersonal conflicts, moral beliefs, and religious practices, and those of people around you, from the perspective of unconscious passions. Drawing on the findings of classical and contemporary psychoanalysts, including Freud, Jung, Neumann, Fromm, and Kline among others, the course investigates how these thinkers/clinicians explore the unconscious mind and how it influences our beliefs, emotions, and behaviors. We will consider the ways in which these depth psychological theories and modes of self-exploration offer guidance on how to live, what to believe, and how to relate to others. Special attention is paid to the psychological mechanisms and interpretation of dreams, love, illusions, guilt, healing, identity, and reparation. Students will be evaluated on short reading responses and discussion questions, participation, a midterm interpretation of a dream and a final essay. 

Level: Introductory. Prerequisites: none.  Class limit: 15.  Lab fee: none.  Meets the following degree requirements: none."
